resourcename,resourcetype,resourcegroup,subscriptionname,recommendationdisplayname,state,severity,os,environment,businessowner,In-HyperCare-scope
st1w10089,virtualmachines,st-pki-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,,False
st1w10079,virtualmachines,st-netbase-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,paul taylor,False
st1w10078,virtualmachines,st-netbase-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,paul taylor,False
st1w10077,virtualmachines,st-netbase-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,paul taylor,False
st1w10076,virtualmachines,st-netbase-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,paul taylor,False
st1w10024,virtualmachines,st-monitoring-ss-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,ss,mark.gwynne@severntrent.co.uk,False
st1w10145,virtualmachines,st-igel-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,,False
st1w10030,virtualmachines,st-epp-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,sam.mathew@severntrent.co.uk,False
st1w3054,virtualmachines,st-dwsp-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,mark gwynne,True
st1w10061,virtualmachines,st-datastore-prod-weu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,mark gwynne,False
st1w10055,virtualmachines,st-datastore-prod-weu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,tbc,False
st1w10057,virtualmachines,st-datastore-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,tbc,False
st1w10056,virtualmachines,st-datastore-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,mark gwynne,False
st1w10054,virtualmachines,st-datastore-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,tbc,False
st1w10138,virtualmachines,st-ctxmgmt-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,,False
st1w10121,virtualmachines,st-jumpbox-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,mark.gwynne@severntrent.co.uk,False
st1w10147,virtualmachines,st-ctxcloudconnectors-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,,False
st1w10200,virtualmachines,st-cmpautotest-ss-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,ss,hbenne1,False
st1w10023,virtualmachines,st-chatbots-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,bill.wilson@severntrent.co.uk,False
st1w10006,virtualmachines,st-biophase4-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,,False
st1w3436,virtualmachines,st-access_control-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,,True
st1w0826,virtualmachines,st-condeco-prod-neu-rg,production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,prod,,True
testcmpqa,virtualmachines,st-cmp-projqa-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,projqa,hbenne1,False
st4w10099,virtualmachines,st-sap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10100,virtualmachines,st-sap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10101,virtualmachines,st-sap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10102,virtualmachines,st-sap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10103,virtualmachines,st-sap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10104,virtualmachines,st-sap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10105,virtualmachines,st-sap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10107,virtualmachines,st-sap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10109,virtualmachines,st-sap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10110,virtualmachines,st-sap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10111,virtualmachines,st-sap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10130,virtualmachines,st-sap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,devtest,amit sharma,False
st2l10131,virtualmachines,st-sap-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,linux,preprod,amit sharma,False
st2w10132,virtualmachines,st-sap-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,amit sharma,False
st4w10010,virtualmachines,st-sappoc-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10012,virtualmachines,st-sappoc-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10033,virtualmachines,st-sapprj-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10098,virtualmachines,st-sap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10034,virtualmachines,st-sapprj-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10095,virtualmachines,st-sap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st2w3108,virtualmachines,st-samplemanager-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,swatsoa,False
st2w3359,virtualmachines,st-eda-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,ptaylo2,False
st2w3360,virtualmachines,st-eda-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,ptaylo2,True
st2w3362,virtualmachines,st-eda-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,ptaylo2,True
st4w10028,virtualmachines,st-gisstdb-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,steve allen,False
st4w10124,virtualmachines,st-infoworks-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,,False
st4w10125,virtualmachines,st-infoworks-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,,False
st2w3538,virtualmachines,st-kofaxcapture-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,ssmith5,True
st4w30001,virtualmachines,st-nap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,david anderson,False
st4w30002,virtualmachines,st-nap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,david anderson,False
st4w30003,virtualmachines,st-nap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,david anderson,False
st3w10128,virtualmachines,st-nap-manager-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,,False
st3w10116,virtualmachines,st-nap-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,,False
st3w10126,virtualmachines,st-nap-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,,False
st2w10020,virtualmachines,st-netbase-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,paul taylor,False
st2w10021,virtualmachines,st-netbase-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,paul taylor,False
st2w3010,virtualmachines,st-quislite-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,swatsoa,False
st2w3107,virtualmachines,st-samplemanager-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,swatsoa,False
st4w10094,virtualmachines,st-sap-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10035,virtualmachines,st-sapprj-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10036,virtualmachines,st-sapprj-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10038,virtualmachines,st-sapprj-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st3w10074,virtualmachines,st-sapprj-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st3w10075,virtualmachines,st-sapprj-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st2w3043,virtualmachines,st-starlims-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,starlims (vendor support),True
st4w3349,virtualmachines,st-storm-devtest-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,devtest,homall1,True
st4w3350,virtualmachines,st-storm-devtest-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,devtest,homall1,True
st2w3349,virtualmachines,st-storm-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,homall1,True
st2w3350,virtualmachines,st-storm-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,homall1,True
st3w3350,virtualmachines,st-storm-uat-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,uat,homall1,True
st4w3092,virtualmachines,st-stuca-devtest-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,devtest,pbaxte1,False
st4w3334,virtualmachines,st-swim-devtest-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,devtest,jscall1,False
st4w3338,virtualmachines,st-swim-devtest-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,devtest,jscall1,False
st4w40003,virtualmachines,st-symantecpoc-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,sam.mathew@severntrent.co.uk,False
st4l10156,virtualmachines,st-target-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,linux,dev,,False
st4l10157,virtualmachines,st-target-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,linux,dev,,False
st4w10159,virtualmachines,st-target-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,,False
st4w10134,virtualmachines,st-tosca-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,default,dean banfield,False
st4w10151,virtualmachines,st-tosca-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,default,dean banfield,False
st3w10072,virtualmachines,st-sapprj-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st3w10071,virtualmachines,st-sapprj-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st3w10070,virtualmachines,st-sapprj-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st3w10069,virtualmachines,st-sapprj-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st4w10039,virtualmachines,st-sapprj-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10040,virtualmachines,st-sapprj-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10041,virtualmachines,st-sapprj-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10042,virtualmachines,st-sapprj-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10043,virtualmachines,st-sapprj-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10044,virtualmachines,st-sapprj-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10045,virtualmachines,st-sapprj-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10047,virtualmachines,st-sapprj-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st2w3357,virtualmachines,st-eda-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,ptaylo2,True
st3w10058,virtualmachines,st-sapprj-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st3w10061,virtualmachines,st-sapprj-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st3w10062,virtualmachines,st-sapprj-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st3w10063,virtualmachines,st-sapprj-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st3w10064,virtualmachines,st-sapprj-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st3w10065,virtualmachines,st-sapprj-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st3w10066,virtualmachines,st-sapprj-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st3w10067,virtualmachines,st-sapprj-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st3w10068,virtualmachines,st-sapprj-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st3w10059,virtualmachines,st-sapprj-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st2w3356,virtualmachines,st-eda-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,ptaylo2,True
st2w3054,virtualmachines,st-dwsp-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,mark gwynne,True
st4w3054,virtualmachines,st-dwsp-devtest-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,devtest,swatsoa,True
st2w3510,virtualmachines,sp2016spike,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,,,False
st2w3511,virtualmachines,sp2016spike,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,,,False
st2w10083,virtualmachines,sp2016spike,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,,,False
st4w3044,virtualmachines,st-agentcardpayment-devtest-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,devtest,phurst1,True
st4w10007,virtualmachines,st-cdcautocad-dev-uks-rg-asr,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,business lead name,False
st2w10086,virtualmachines,st-causeway-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,cat mcguiness,False
st2w3587,virtualmachines,st-blueprism-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,shannon coleman,True
st2w3585,virtualmachines,st-blueprism-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,shannon coleman,True
st2w3584,virtualmachines,st-blueprism-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,shannon coleman,True
st2w3583,virtualmachines,st-blueprism-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,shannon coleman,True
st2w3582,virtualmachines,st-blueprism-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,shannon coleman,True
st2w3575,virtualmachines,st-blueprism-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,shannon coleman,True
st2w3572,virtualmachines,st-blueprism-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,shannon coleman,True
st2w3563,virtualmachines,st-blueprism-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,shannon coleman,True
st2w3562,virtualmachines,st-blueprism-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,shannon coleman,True
st2w3561,virtualmachines,st-blueprism-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,shannon coleman,True
st2w3560,virtualmachines,st-blueprism-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,shannon coleman,True
st2w10005,virtualmachines,st-biophase4-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,helen.black@severntrent.co.uk,False
st4w10008,virtualmachines,st-biophase4-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,helen.black@severntrent.co.uk,False
st4w10155,virtualmachines,st-azuredevops-agents,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,default,dean banfield,False
st2w3044,virtualmachines,st-agentcardpayment-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,phurst1,True
st2w3564,virtualmachines,st-blueprism-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,shannon coleman,True
st2l3040,virtualmachines,st-totalview-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,linux,preprod,"towers,scott",False
st2w10147,virtualmachines,st-ctxmgmtpreprod-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,,False
st4w20050,virtualmachines,st-ctxprofile-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,,False
st2w19011,virtualmachines,st-ctxserver2019-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,,,False
st2w19012,virtualmachines,st-ctxserver2019-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,,,False
st2w10143,virtualmachines,st-ctxserver2019image-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,,False
st3w10052,virtualmachines,st-datastore-devtest-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,devtest,tbc,False
st3w10083,virtualmachines,st-datastore-devtest-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,devtest,,True
st3w20053,virtualmachines,st-datastore-devtest-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,,,False
st4w10056,virtualmachines,st-datastore-devtest-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,devtest,mark gwynne,False
st2w10053,virtualmachines,st-datastore-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,tbc,False
st2w10056,virtualmachines,st-datastore-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,mark gwynne,False
st2w10051,virtualmachines,st-dcp-dynamics-nonprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,nonprod,lisa.russell@severntrent.co.uk,False
st3l10140,virtualmachines,st-devops-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,linux,test,,False
st3l10142,virtualmachines,st-devops-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,linux,test,,False
st3w10144,virtualmachines,st-devops-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,,False
st3w10150,virtualmachines,st-devops-test-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,test,,False
st3w3054,virtualmachines,st-dwsp-devtest-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,devtest,swatsoa,True
st2w10146,virtualmachines,st-ctxmgmtpreprod-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,preprod,,False
st2w19004,virtualmachines,st-ctxmachine-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,,,False
st2w19003,virtualmachines,st-ctxmachine-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,,,False
st2w19002,virtualmachines,st-ctxmachine-preprod-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,,,False
st1w1637,virtualmachines,st-cmpdevworkstation-dev-neu-rg,non-production,adaptive application controls for whitelisting safe applications should be enabled on your machines,unhealthy,high,windows,dev,hbenne1,False
