resourcename,resourcetype,resourcegroup,subscriptionname,recommendationdisplayname,state,severity,os,environment,businessowner,In-HyperCare-scope
st3w10128,virtualmachines,st-nap-manager-test-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,test,,False
st3w10127,virtualmachines,st-nap-manager-test-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,test,,False
st4w30003,virtualmachines,st-nap-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,dev,david anderson,False
st3w10126,virtualmachines,st-nap-test-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,test,,False
st4w10095,virtualmachines,st-sap-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10012,virtualmachines,st-sappoc-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10011,virtualmachines,st-sappoc-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10013,virtualmachines,st-sappoc-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10033,virtualmachines,st-sapprj-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10037,virtualmachines,st-sapprj-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w10040,virtualmachines,st-sapprj-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st3w10058,virtualmachines,st-sapprj-test-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st3w10059,virtualmachines,st-sapprj-test-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st3w10060,virtualmachines,st-sapprj-test-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,test,simon.mac@severntrent.co.uk,False
st4w40003,virtualmachines,st-symantecpoc-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,dev,sam.mathew@severntrent.co.uk,False
st4l10156,virtualmachines,st-target-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,linux,dev,,False
st4l10157,virtualmachines,st-target-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,linux,dev,,False
st4w10134,virtualmachines,st-tosca-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,default,dean banfield,False
st4w10151,virtualmachines,st-tosca-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,default,dean banfield,False
st4w10152,virtualmachines,st-tosca-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,default,dean banfield,False
st4w10097,virtualmachines,st-sap-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st4w30002,virtualmachines,st-nap-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,dev,david anderson,False
st4w10028,virtualmachines,st-gisstdb-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,dev,steve allen,False
mikesdc,virtualmachines,st-mikepoc-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,dev,simon.mac@severntrent.co.uk,False
st2w10083,virtualmachines,sp2016spike,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,,,False
weuwin001,virtualmachines,st-alerting-preprod-manual,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,,,False
st4l10119,virtualmachines,st-azuredevops-agents,non-production,disk encryption should be applied on virtual machines,unhealthy,high,linux,,,False
st4w30001,virtualmachines,st-nap-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,dev,david anderson,False
st4w10120,virtualmachines,st-azuredevops-agents,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,,,False
st4w3307m-test,virtualmachines,st-azuremigrate-prod-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,,,False
st4w10008,virtualmachines,st-biophase4-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,dev,helen.black@severntrent.co.uk,False
chatbot-temp-vm,virtualmachines,st-chatbots-dev-uks-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,dev,bill wilson,False
testcmpqa,virtualmachines,st-cmp-projqa-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,projqa,hbenne1,False
st4w10050,virtualmachines,st-ctximage-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,,,False
st2w10115,virtualmachines,st-ctximage-preprod-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,preprod,mark gwynne,False
st4w20050,virtualmachines,st-ctxprofile-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,dev,,False
st2w10143,virtualmachines,st-ctxserver2019image-preprod-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,preprod,,False
st2w10051,virtualmachines,st-dcp-dynamics-nonprod-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,nonprod,lisa.russell@severntrent.co.uk,False
st3l10140,virtualmachines,st-devops-test-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,linux,test,,False
st3l10141,virtualmachines,st-devops-test-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,linux,test,,False
vmcputest,virtualmachines,st-vmautopoc-dev-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,,,False
st3w10144,virtualmachines,st-devops-test-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,test,,False
st3w10150,virtualmachines,st-devops-test-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,test,,False
st4w10155,virtualmachines,st-azuredevops-agents,non-production,disk encryption should be applied on virtual machines,unhealthy,high,windows,default,dean banfield,False
st3l10142,virtualmachines,st-devops-test-neu-rg,non-production,disk encryption should be applied on virtual machines,unhealthy,high,linux,test,,False
