resourcename,resourcetype,resourcegroup,subscriptionname,recommendationdisplayname,state,severity,os,environment,businessowner,In-HyperCare-scope
st4w3308,virtualmachines,st-swim-devtest-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,devtest,jscall1,False
st4w3092,virtualmachines,st-stuca-devtest-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,devtest,pbaxte1,False
st3w3350,virtualmachines,st-storm-uat-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,uat,homall1,True
st2w3350,virtualmachines,st-storm-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,homall1,True
st2w3360,virtualmachines,st-eda-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,ptaylo2,True
st2w3585,virtualmachines,st-blueprism-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,shannon coleman,True
st4w3349,virtualmachines,st-storm-devtest-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,devtest,homall1,True
st2w3043,virtualmachines,st-starlims-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,starlims (vendor support),True
st2w3108,virtualmachines,st-samplemanager-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,swatsoa,False
st2w3107,virtualmachines,st-samplemanager-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,swatsoa,False
st2w3010,virtualmachines,st-quislite-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,swatsoa,False
st4w30002,virtualmachines,st-nap-dev-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,dev,david anderson,False
st2w3538,virtualmachines,st-kofaxcapture-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,ssmith5,True
st2w3362,virtualmachines,st-eda-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,ptaylo2,True
st4w3350,virtualmachines,st-storm-devtest-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,devtest,homall1,True
st2w3584,virtualmachines,st-blueprism-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,shannon coleman,True
st2w3044,virtualmachines,st-agentcardpayment-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,phurst1,True
st2w3582,virtualmachines,st-blueprism-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,shannon coleman,True
st2w3583,virtualmachines,st-blueprism-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,shannon coleman,True
st2w3575,virtualmachines,st-blueprism-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,shannon coleman,True
st2w3574,virtualmachines,st-blueprism-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,shannon coleman,True
st2w3573,virtualmachines,st-blueprism-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,shannon coleman,True
st2w3572,virtualmachines,st-blueprism-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,shannon coleman,True
st2w3564,virtualmachines,st-blueprism-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,shannon coleman,True
st2w3563,virtualmachines,st-blueprism-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,shannon coleman,True
st2w3562,virtualmachines,st-blueprism-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,shannon coleman,True
st2w3561,virtualmachines,st-blueprism-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,shannon coleman,True
st2w3560,virtualmachines,st-blueprism-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,shannon coleman,True
st2w10005,virtualmachines,st-biophase4-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,helen.black@severntrent.co.uk,False
st4w3044,virtualmachines,st-agentcardpayment-devtest-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,devtest,phurst1,True
st2w3511,virtualmachines,sp2016spike,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,,,False
st2w3510,virtualmachines,sp2016spike,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,,,False
st2w3566,virtualmachines,st-blueprism-preprod-neu-rg,non-production,endpoint protection health issues should be resolved on your machines,unhealthy,medium,windows,preprod,shannon coleman,True
